,id,name,birth,death,species,ancestry,gender,hair_color,eye_color,wand,patronus,house,associated_groups,books_featured_in
686,734,Violet,,Before 1994,Portrait,,Female,,,,,,['Hogwarts School'],"[4, 6]"
687,735,Wailing Widow,,Before 1992,Human (formerly),,Female,,,,,,[],[2]
688,736,Waitress at Luchino Caffe,Before 1997,,Human,Muggle,Female,,,,,,['Luchino Caffe'],[7]
689,737,Wakanda,,,Human,,Female,Blonde,,,,,['British Ministry of Magic'],[7]
690,739,Celestina Warbeck,"18 August, 1917",,Human,Half-blood,Female,Dark,,"10ВЅ"", Larch, phoenix feather",,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Wizarding Wireless Network', 'Witching Hour', 'Puddlemere United']","[2, 6, 7]"
691,740,Myrtle Warren,"Between 14 June, 1928 and 13 June, 1929","13 June, 1943 (aged 14)",Human (formerly),Muggle-born,Female,,,,,Ravenclaw,"['Warren family', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Harry Potter', 'Draco Malfoy', 'Albus Potter', 'Scorpius Malfoy']","[2, 4, 6]"
692,741,Myrtle Warren's mother,,,Human,Muggle,Female,,,,,,[],[2]
693,743,Ginny Weasley,"11 August, 1981",,Human,Pure-blood,Female,Red,Bright brown,"Unknown length, Yew, unknown core",Horse,Gryffindor,"['Weasley family', 'Potter family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Slug Club', ""Dumbledore's Army"", 'Order of the Phoenix', 'Holyhead Harpies', 'Daily Prophet']","[1, 2, 3, 4, 5, 6, 7]"
694,744,Molly Weasley,"30 October, 1949 or 1950",,Human,Pure-blood,Female,Red,Bright brown,"Unknown length, wood and core",Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Potter family', 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]"
695,745,Rose Granger-Weasley,between 1 September 2005 and 31 August 2006,,Human,Half-blood,Female,Red,,,,Gryffindor,"['Weasley family', 'Granger family', 'Prewett family', 'Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']",[7]
696,746,Victoire Weasley,"2 May, early 2000s Great Britain or France",,Human (Veela ancestry),One-eighth Veela,Female,Blonde,,,,Septimus Weasley (paternal great-grandfather),"['Hogwarts School of Witchcraft and Wizardry', 'Weasley family', 'Delacour family', 'Prewett family']",[7]
697,747,St Mungo's Welcome Witch,,,Human,,Female,Blonde,Blue,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries""]",[5]
698,748,Wendelin the Weird,c. 14th century,Middle Ages,Human,,Female,Red,Green,,,,[],[3]
699,749,Winky,Before 1981,,House-elf,,Female,,Brown,,,,"['Crouch family (formerly)', 'Bartemius Crouch Senior', 'Bartemius Crouch Junior', 'Hogwarts School of Witchcraft and Wizardry']","[4, 5, 6, 7]"
700,750,Winky's grandmother,,,House-elf,,Female,,,,,,['Crouch family'],[4]
701,751,Winky's mother,,,House-elf,,Female,,,,,,['Crouch family'],[4]
702,752,Oliver Wood's mother,,,Human,,Female,,,,,,[],[4]
703,753,Yvonne,,,Human,Muggle,Female,,,,,,[],[1]
704,754,Blaise Zabini's mother,,,Human,Pure-blood or half-blood,Female,,,,,Slytherin (likely),['Zabini family'],[6]
705,755,Rose Zeller,"Between 1 September 1983 and 31 August 1984,",,Human,,Female,,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[5]
706,756,Albus Dumbledore,Late August 1881,"30 June, 1997 (aged 115)",Human,Half-blood,Male,"Silver, formerly auburn",Blue,"Unknown length, wood and core (formerly)",Phoenix,Gryffindor,"['Order of Merlin', 'Order of the Phoenix', ""Dumbledore's Army"", 'Harry Potter', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Transfiguration department', 'British Ministry of Magic', 'Council of Magical Law', 'Wizengamot', 'International Confederation of Wizards', 'Dumbledore family']","[1, 2, 3, 4, 5, 6, 7]"
